"ITTER107","Territorio","TIPO_DATO4","Tipo dato","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"064063","Morra De Sanctis","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"064063","Morra De Sanctis","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"064063","Morra De Sanctis","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"042031","Morro d'Alba","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",,"u","dato indisponibile o incerto (vedasi metadati di dataset)"
"042031","Morro d'Alba","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"042031","Morro d'Alba","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",,"u","dato indisponibile o incerto (vedasi metadati di dataset)"
"067029","Morro d'Oro","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.78,,
"067029","Morro d'Oro","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.71,,
"067029","Morro d'Oro","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.63,,
"057045","Morro Reatino","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"057045","Morro Reatino","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"057045","Morro Reatino","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"070048","Morrone del Sannio","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.75,,
"070048","Morrone del Sannio","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.6,,
"070048","Morrone del Sannio","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.18,,
"043033","Morrovalle","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",,"u","dato indisponibile o incerto (vedasi metadati di dataset)"
"043033","Morrovalle","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.97,,
"043033","Morrovalle","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",,"u","dato indisponibile o incerto (vedasi metadati di dataset)"
"093028","Morsano al Tagliamento","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"093028","Morsano al Tagliamento","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"093028","Morsano al Tagliamento","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"006112","Morsasco","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.11,,
"006112","Morsasco","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.09,,
"006112","Morsasco","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.08,,
"018102","Mortara","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"018102","Mortara","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.31,,
"018102","Mortara","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.29,,
"030062","Mortegliano","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",13.59,,
"030062","Mortegliano","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",13.59,,
"030062","Mortegliano","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",3,,
"097055","Morterone","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.06,,
"097055","Morterone","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"097055","Morterone","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"030063","Moruzzo","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"030063","Moruzzo","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"030063","Moruzzo","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"019060","Moscazzano","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",3.91,,
"019060","Moscazzano","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.19,,
"019060","Moscazzano","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.65,,
"064064","Moschiano","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.16,,
"064064","Moschiano","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.16,,
"064064","Moschiano","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.16,,
"067030","Mosciano Sant'Angelo","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.59,,
"067030","Mosciano Sant'Angelo","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.93,,
"067030","Mosciano Sant'Angelo","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.67,,
"068025","Moscufo","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.82,,
"068025","Moscufo","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.64,,
"068025","Moscufo","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.53,,
"021054","Moso in Passiria/Moos In Passeier","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"021054","Moso in Passiria/Moos In Passeier","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"021054","Moso in Passiria/Moos In Passeier","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"031014","Mossa","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.38,,
"031014","Mossa","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.24,,
"031014","Mossa","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.08,,
"024069","Mossano","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",3.39,,
"024069","Mossano","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.97,,
"024069","Mossano","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"096084","Mosso","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.22,,
"096084","Mosso","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.22,,
"096084","Mosso","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.22,,
"019061","Motta Baluffi","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",16.47,,
"019061","Motta Baluffi","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",10.92,,
"019061","Motta Baluffi","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",4.35,,
"083058","Motta Camastra","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"083058","Motta Camastra","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"083058","Motta Camastra","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"083059","Motta d'Affermo","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.09,,
"083059","Motta d'Affermo","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.09,,
"083059","Motta d'Affermo","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.09,,
"002082","Motta de' Conti","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",9.19,,
"002082","Motta de' Conti","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",4.25,,
"002082","Motta de' Conti","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.18,,
"026049","Motta di Livenza","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",15.59,,
"026049","Motta di Livenza","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",14.55,,
"026049","Motta di Livenza","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",14.44,,
"071034","Motta Montecorvino","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"071034","Motta Montecorvino","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"071034","Motta Montecorvino","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"080054","Motta San Giovanni","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.81,,
"080054","Motta San Giovanni","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.73,,
"080054","Motta San Giovanni","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.73,,
"079083","Motta Santa Lucia","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.04,,
"079083","Motta Santa Lucia","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.04,,
"079083","Motta Santa Lucia","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.04,,
"087030","Motta Sant'Anastasia","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.97,,
"087030","Motta Sant'Anastasia","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.92,,
"087030","Motta Sant'Anastasia","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.57,,
"015151","Motta Visconti","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",3.04,,
"015151","Motta Visconti","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",3.04,,
"015151","Motta Visconti","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",3.04,,
"078085","Mottafollone","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.49,,
"078085","Mottafollone","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.49,,
"078085","Mottafollone","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.49,,
"096037","Mottalciata","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.6,,
"096037","Mottalciata","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.13,,
"096037","Mottalciata","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.13,,
"020037","Motteggiana","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",24.79,,
"020037","Motteggiana","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",8.65,,
"020037","Motteggiana","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",7.8,,
"073019","Mottola","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",5.64,,
"073019","Mottola","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",5.52,,
"073019","Mottola","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",4.6,,
"069056","Mozzagrogna","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.5,,
"069056","Mozzagrogna","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.44,,
"069056","Mozzagrogna","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.42,,
"016142","Mozzanica","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",5.23,,
"016142","Mozzanica","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",3.59,,
"016142","Mozzanica","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",3.41,,
"013159","Mozzate","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.02,,
"013159","Mozzate","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.11,,
"013159","Mozzate","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.02,,
"023051","Mozzecane","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"023051","Mozzecane","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"023051","Mozzecane","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"016143","Mozzo","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.14,,
"016143","Mozzo","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.27,,
"016143","Mozzo","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.21,,
"043034","Muccia","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",,"u","dato indisponibile o incerto (vedasi metadati di dataset)"
"043034","Muccia","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.12,,
"043034","Muccia","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",,"u","dato indisponibile o incerto (vedasi metadati di dataset)"
"032003","Muggia","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.45,,
"032003","Muggia","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.25,,
"032003","Muggia","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.17,,
"108034","Muggiò","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"108034","Muggiò","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"108034","Muggiò","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"064065","Mugnano del Cardinale","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.55,,
"064065","Mugnano del Cardinale","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.78,,
"064065","Mugnano del Cardinale","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.55,,
"063048","Mugnano di Napoli","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.45,,
"063048","Mugnano di Napoli","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.45,,
"063048","Mugnano di Napoli","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.45,,
"098041","Mulazzano","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"098041","Mulazzano","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.04,,
"098041","Mulazzano","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.04,,
"045012","Mulazzo","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",4.87,,
"045012","Mulazzo","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",4.63,,
"045012","Mulazzo","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",3.66,,
"017115","Mura","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"017115","Mura","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"017115","Mura","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"004145","Murazzano","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.09,,
"004145","Murazzano","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.09,,
"004145","Murazzano","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.09,,
"004146","Murello","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.41,,
"004146","Murello","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.13,,
"004146","Murello","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.41,,
"009040","Murialdo","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.11,,
"009040","Murialdo","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.84,,
"009040","Murialdo","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.64,,
"006113","Murisengo","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.09,,
"006113","Murisengo","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.95,,
"006113","Murisengo","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.79,,
"052019","Murlo","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",9.12,,
"052019","Murlo","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.86,,
"052019","Murlo","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.4,,
"075051","Muro Leccese","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.3,,
"075051","Muro Leccese","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.9,,
"075051","Muro Leccese","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.23,,
"076053","Muro Lucano","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"076053","Muro Lucano","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"076053","Muro Lucano","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"090043","Muros","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.7,,
"090043","Muros","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.06,,
"090043","Muros","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.05,,
"017116","Muscoline","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.1,,
"017116","Muscoline","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.08,,
"017116","Muscoline","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.07,,
"027025","Musile di Piave","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",36.33,,
"027025","Musile di Piave","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",32.05,,
"027025","Musile di Piave","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",26.28,,
"013160","Musso","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.27,,
"013160","Musso","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.15,,
"013160","Musso","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.14,,
"024070","Mussolente","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"024070","Mussolente","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"024070","Mussolente","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"085012","Mussomeli","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"085012","Mussomeli","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"085012","Mussomeli","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"030064","Muzzana del Turgnano","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",23.83,,
"030064","Muzzana del Turgnano","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",23.83,,
"030064","Muzzana del Turgnano","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.81,,
"096038","Muzzano","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"096038","Muzzano","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"096038","Muzzano","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"022124","Nago-Torbole","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",5.76,,
"022124","Nago-Torbole","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",5.76,,
"022124","Nago-Torbole","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",5.76,,
"021055","Nalles/Nals","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"021055","Nalles/Nals","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"021055","Nalles/Nals","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"024071","Nanto","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",5.19,,
"024071","Nanto","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",4.19,,
"024071","Nanto","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"095031","Narbolia","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.98,,
"095031","Narbolia","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.71,,
"095031","Narbolia","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.69,,
"075052","Nardò","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",10.37,,
"075052","Nardò","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",8.45,,
"075052","Nardò","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",4.05,,
"102024","Nardodipace","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.4,,
"102024","Nardodipace","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.4,,
"102024","Nardodipace","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.4,,
"055022","Narni","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",17.69,,
"055022","Narni","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",16.3,,
"055022","Narni","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",15.03,,
"084026","Naro","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"084026","Naro","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"084026","Naro","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"004147","Narzole","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",3.62,,
"004147","Narzole","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",3.45,,
"004147","Narzole","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.6,,
"009041","Nasino","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.07,,
"009041","Nasino","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.05,,
"009041","Nasino","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.04,,
"083060","Naso","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"083060","Naso","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"083060","Naso","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"021056","Naturno/Naturns","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"021056","Naturno/Naturns","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"021056","Naturno/Naturns","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"017117","Nave","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",3.51,,
"017117","Nave","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.6,,
"017117","Nave","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.44,,
"022126","Nave San Rocco","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",3.89,,
"022126","Nave San Rocco","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.03,,
"022126","Nave San Rocco","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.04,,
"066058","Navelli","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"066058","Navelli","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"066058","Navelli","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"021057","Naz-Sciaves/Natz-Schabs","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"021057","Naz-Sciaves/Natz-Schabs","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"021057","Naz-Sciaves/Natz-Schabs","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"058069","Nazzano","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",2.16,,
"058069","Nazzano","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",2.11,,
"058069","Nazzano","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",2.08,,
"010040","Ne","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.9,,
"010040","Ne","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.69,,
"010040","Ne","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.6,,
"003103","Nebbiuno","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"003103","Nebbiuno","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"003103","Nebbiuno","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"023052","Negrar di Valpolicella","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"023052","Negrar di Valpolicella","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"023052","Negrar di Valpolicella","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"010041","Neirone","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.19,,
"010041","Neirone","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.16,,
"010041","Neirone","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.16,,
"004148","Neive","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",3.09,,
"004148","Neive","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",2.59,,
"004148","Neive","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.93,,
"016144","Nembro","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.68,,
"016144","Nembro","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.01,,
"016144","Nembro","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.42,,
"058070","Nemi","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"058070","Nemi","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"058070","Nemi","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"076054","Nemoli","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.14,,
"076054","Nemoli","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.12,,
"076054","Nemoli","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.05,,
"095032","Neoneli","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.15,,
"095032","Neoneli","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
